产品代码,产品类型,计算模式,周期,最大回撤,贝塔,回撤修复,年化波动率,下行风险,防守能力,同类平均最大回撤,同类平均贝塔,同类平均回撤修复,同类平均年化波动率,同类平均下行风险,同类平均防守能力,沪深300最大回撤,沪深300贝塔,沪深300回撤修复,沪深300年化波动率,沪深300下行风险,沪深300防守能力,最大回撤排名,贝塔排名,回撤修复排名,年化波动率排名,下行风险排名,防守能力排名
1912787088879824897,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912787088879824897,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912787088879824897,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912787088879824897,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1912791393007480834,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1912791393007480834,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1912791393007480834,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912791393007480834,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912791393007480834,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912791393007480834,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1912823853917319169,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1912823853917319169,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1912823853917319169,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912823853917319169,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912823853917319169,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912823853917319169,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1914549613069774849,1,自然日,近 1 年,--,--,--,--,--,--,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,--,--,--,--,--,--
1914549613069774849,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1914549613069774849,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1914549613069774849,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1914549613069774849,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1914549613069774849,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1912794216495493122,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1912794216495493122,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1912794216495493122,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912794216495493122,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912794216495493122,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912794216495493122,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1912799399166259202,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1912799399166259202,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1912799399166259202,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912799399166259202,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912799399166259202,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912799399166259202,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1912798830821289985,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1912798830821289985,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1912798830821289985,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912798830821289985,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912798830821289985,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912798830821289985,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1910602405626687489,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1910602405626687489,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1910602405626687489,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1910602405626687489,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1910602405626687489,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1910602405626687489,1,自然日,成立以来,--,--,--,--,--,--,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1856978585972289538,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1856978585972289538,1,自然日,近 2 年,-0.00%,0.00%,--,0.00%,--,100.00%,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,5/87名,1/87名,--,1/87名,--,1/87名
1856978585972289538,1,自然日,近 3 年,-0.00%,0.00%,--,0.00%,--,100.00%,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,6/87名,1/87名,--,1/87名,--,1/87名
1856978585972289538,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1856978585972289538,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1856978585972289538,1,自然日,成立以来,-0.00%,0.00%,--,0.00%,--,100.00%,-18.42%,16.98%,385天,12.93%,17.78%,84.33%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,12/87名,2/87名,--,1/87名,--,1/87名
666888,1,自然日,近 1 年,--,--,--,--,--,--,--,--,--,--,--,--,-27.95%,100.00%,--,19.33%,17.18%,100.00%,--,--,--,--,--,--
666888,1,自然日,近 2 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,41天,20.11%,17.30%,100.00%,--,--,--,--,--,--
666888,1,自然日,近 3 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,39天,19.72%,18.22%,100.00%,--,--,--,--,--,--
666888,1,自然日,近 5 年,--,--,--,--,--,--,--,--,--,--,--,--,-34.84%,100.00%,362天,19.82%,17.84%,100.00%,--,--,--,--,--,--
666888,1,自然日,今年以来,--,--,--,--,--,--,--,--,--,--,--,--,-23.40%,100.00%,--,22.24%,19.45%,100.00%,--,--,--,--,--,--
666888,1,自然日,成立以来,--,--,--,--,--,--,--,--,--,--,--,--,-46.70%,100.00%,979天,23.34%,22.12%,100.00%,--,--,--,--,--,--
1730044009336094722,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1730044009336094722,1,自然日,近 2 年,-0.00%,0.00%,--,0.00%,--,100.00%,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,5/87名,1/87名,--,1/87名,--,1/87名
1730044009336094722,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1730044009336094722,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1730044009336094722,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1730044009336094722,1,自然日,成立以来,--,--,--,--,--,--,-66.63%,77.60%,866天,71.65%,36.63%,37.06%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1911664934285127681,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1911664934285127681,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1911664934285127681,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1911664934285127681,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1911664934285127681,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1911664934285127681,1,自然日,成立以来,--,--,--,--,--,--,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1912329082492858370,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1912329082492858370,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1912329082492858370,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1912329082492858370,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1912329082492858370,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1912329082492858370,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1911668290177118210,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1911668290177118210,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1911668290177118210,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1911668290177118210,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1911668290177118210,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1911668290177118210,1,自然日,成立以来,--,--,--,--,--,--,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1911665432014794754,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1911665432014794754,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1911665432014794754,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1911665432014794754,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1911665432014794754,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1911665432014794754,1,自然日,成立以来,--,--,--,--,--,--,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1911661669908656130,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1911661669908656130,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1911661669908656130,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1911661669908656130,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1911661669908656130,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1911661669908656130,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1911664596488466434,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1911664596488466434,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1911664596488466434,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1911664596488466434,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1911664596488466434,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1911664596488466434,1,自然日,成立以来,--,--,--,--,--,--,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1820700655814356993,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
1820700655814356993,1,自然日,近 2 年,-0.00%,0.00%,--,0.00%,--,100.00%,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,5/87名,1/87名,--,1/87名,--,1/87名
1820700655814356993,1,自然日,近 3 年,-0.00%,0.00%,--,0.00%,--,100.00%,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,6/87名,1/87名,--,1/87名,--,1/87名
1820700655814356993,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1820700655814356993,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,--,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,29/104名,5/104名,--,1/104名,--,1/104名
1820700655814356993,1,自然日,成立以来,-26.41%,16.92%,--,9.43%,13.64%,81.94%,-22.37%,22.09%,765天,16.53%,16.71%,80.15%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,2/20名,3/20名,--,5/20名,5/20名,6/20名
1911660362036588545,1,自然日,近 1 年,-0.00%,-0.00%,--,0.00%,0.00%,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,7/92名,4/92名,--,69/92名,1/92名,70/92名
1911660362036588545,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1911660362036588545,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1911660362036588545,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1911660362036588545,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,0.00%,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,18/104名,76/104名,--,73/104名,2/104名,76/104名
1911660362036588545,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1911661366303961089,1,自然日,近 1 年,-0.00%,-0.00%,--,0.00%,0.00%,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,7/92名,4/92名,--,69/92名,1/92名,70/92名
1911661366303961089,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1911661366303961089,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1911661366303961089,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1911661366303961089,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,0.00%,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,18/104名,76/104名,--,73/104名,2/104名,76/104名
1911661366303961089,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1911661519580606465,1,自然日,近 1 年,-0.00%,-0.00%,--,0.00%,0.00%,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,7/92名,4/92名,--,69/92名,1/92名,70/92名
1911661519580606465,1,自然日,近 2 年,--,--,--,--,--,--,-6.23%,5.66%,28天,10.74%,51.16%,94.95%,-15.66%,100.00%,112天,18.38%,16.10%,100.00%,--,--,--,--,--,--
1911661519580606465,1,自然日,近 3 年,--,--,--,--,--,--,-8.46%,5.83%,28天,11.74%,51.16%,95.63%,-23.19%,100.00%,208天,17.08%,14.00%,100.00%,--,--,--,--,--,--
1911661519580606465,1,自然日,近 5 年,--,--,--,--,--,--,-50.77%,64.58%,592天,74.44%,35.19%,56.05%,-40.86%,100.00%,5天,17.30%,14.27%,100.00%,--,--,--,--,--,--
1911661519580606465,1,自然日,今年以来,-0.00%,0.00%,--,0.00%,0.00%,100.00%,-1.79%,12.66%,12天,3.71%,9.71%,87.02%,-7.78%,100.00%,--,16.53%,12.63%,100.00%,18/104名,76/104名,--,73/104名,2/104名,76/104名
1911661519580606465,1,自然日,成立以来,--,--,--,--,--,--,-20.60%,20.34%,729天,15.14%,16.21%,81.97%,-46.70%,100.00%,979天,22.09%,20.62%,100.00%,--,--,--,--,--,--
1912780484381945858,1,自然日,近 1 年,-0.00%,0.00%,--,0.00%,--,100.00%,-1.54%,6.02%,28天,3.79%,15.16%,95.82%,-7.78%,100.00%,23天,14.20%,11.23%,100.00%,18/92名,11/92名,--,1/92名,--,1/92名
